Country/Region,Year-Month,Confirmed,Deaths,Recovered
Japan,2021-02-01,11627561,195564,10645563
Japan,2021-03-01,13976951,267223,13251158
Japan,2021-04-01,15835437,287341,14304018
Japan,2021-05-01,21065926,359038,18437068
Japan,2021-06-01,23335903,422623,21940079
Japan,2021-07-01,26147084,464125,24677994
Japan,2021-08-01,36856360,481339,3381882
Japan,2021-09-01,49290150,509185,0
Japan,2021-10-01,41094983,431867,0
Jordan,2020-01-01,0,0,0
Jordan,2020-02-01,0,0,0
Jordan,2020-03-01,2421,15,124
Jordan,2020-04-01,11816,200,6830
Jordan,2020-05-01,18801,278,13359
Jordan,2020-06-01,28514,270,20949
Jordan,2020-07-01,36345,322,31030
Jordan,2020-08-01,45488,372,38902
Jordan,2020-09-01,140406,860,82211
Jordan,2020-10-01,1138829,11016,202481
Jordan,2020-11-01,4471920,53755,1853940
Jordan,2020-12-01,8196380,105737,6971180
Jordan,2021-01-01,9694303,127430,9184242
Jordan,2021-02-01,9868118,125439,9216310
Jordan,2021-03-01,15461791,173615,12856856
Jordan,2021-04-01,20243727,240547,18491436
Jordan,2021-05-01,22456633,285535,21903063
Jordan,2021-06-01,22334746,288561,21815776
Jordan,2021-07-01,23568332,306353,23022129
Jordan,2021-08-01,24313870,316956,3007327
Jordan,2021-09-01,24319166,317285,0
Jordan,2021-10-01,20088748,260025,0
Kazakhstan,2020-01-01,0,0,0
Kazakhstan,2020-02-01,0,0,0
Kazakhstan,2020-03-01,1937,6,86
Kazakhstan,2020-04-01,46219,441,9719
Kazakhstan,2020-05-01,202761,1029,93679
Kazakhstan,2020-06-01,476607,2975,287521
Kazakhstan,2020-07-01,2056485,14017,1186192
Kazakhstan,2020-08-01,3642536,46271,2565155
Kazakhstan,2020-09-01,4099504,59620,3322200
Kazakhstan,2020-10-01,4489708,66698,4114197
Kazakhstan,2020-11-01,4848928,70383,4212484
Kazakhstan,2020-12-01,5844830,80870,4997024
Kazakhstan,2021-01-01,6716862,90671,5855773
Kazakhstan,2021-02-01,7028707,90339,6275421
Kazakhstan,2021-03-01,8618791,133298,7870320
Kazakhstan,2021-04-01,10069664,187162,8869170
Kazakhstan,2021-05-01,12801200,217427,11475924
Kazakhstan,2021-06-01,13849346,226660,12936293
Kazakhstan,2021-07-01,17031174,259331,14939761
Kazakhstan,2021-08-01,23663637,346850,2184437
Kazakhstan,2021-09-01,27686358,446945,0
Kazakhstan,2021-10-01,23692622,395407,0
Kenya,2020-01-01,0,0,0
Kenya,2020-02-01,0,0,0
Kenya,2020-03-01,370,6,7
Kenya,2020-04-01,7263,297,1604
Kenya,2020-05-01,29773,1314,9426
Kenya,2020-06-01,118824,3215,38902
Kenya,2020-07-01,386628,6907,144274
Kenya,2020-08-01,902573,14879,476819
Kenya,2020-09-01,1091882,19093,688863
Kenya,2020-10-01,1385303,25594,979924
Kenya,2020-11-01,2106033,37680,1399907
Kenya,2020-12-01,2856847,49512,2244548
Kenya,2021-01-01,3065046,53433,2538085
Kenya,2021-02-01,2887159,50515,2384463
Kenya,2021-03-01,3634398,61069,2765303
Kenya,2021-04-01,4463081,73188,3030309
Kenya,2021-05-01,5134850,92363,3509218
Kenya,2021-06-01,5309765,102573,3632166
Kenya,2021-07-01,5959523,117021,5246487
Kenya,2021-08-01,6858310,134940,760106
Kenya,2021-09-01,7335731,148307,0
Kenya,2021-10-01,6033033,124711,0
Kiribati,2020-01-01,0,0,0
Kiribati,2020-02-01,0,0,0
Kiribati,2020-03-01,0,0,0
Kiribati,2020-04-01,0,0,0
Kiribati,2020-05-01,0,0,0
Kiribati,2020-06-01,0,0,0
Kiribati,2020-07-01,0,0,0
Kiribati,2020-08-01,0,0,0
Kiribati,2020-09-01,0,0,0
Kiribati,2020-10-01,0,0,0
Kiribati,2020-11-01,0,0,0
Kiribati,2020-12-01,0,0,0
Kiribati,2021-01-01,0,0,0
Kiribati,2021-02-01,0,0,0
Kiribati,2021-03-01,0,0,0
Kiribati,2021-04-01,0,0,0
Kiribati,2021-05-01,25,0,0
Kiribati,2021-06-01,60,0,0
Kiribati,2021-07-01,62,0,0
Kiribati,2021-08-01,62,0,0
Kiribati,2021-09-01,60,0,0
Kiribati,2021-10-01,48,0,0
"Korea, South",2020-01-01,36,0,0
"Korea, South",2020-02-01,12128,83,283
"Korea, South",2020-03-01,244918,2606,53987
"Korea, South",2020-04-01,315431,6533,228263
"Korea, South",2020-05-01,342959,8104,305875
"Korea, South",2020-06-01,365805,8337,325244
"Korea, South",2020-07-01,423421,9057,385762
"Korea, South",2020-08-01,505449,9557,434409
"Korea, South",2020-09-01,673170,11080,567710
"Korea, South",2020-10-01,780435,13711,717978
"Korea, South",2020-11-01,888618,14883,778030
"Korea, South",2020-12-01,1463251,20701,1059042
"Korea, South",2021-01-01,2220738,37988,1765375
"Korea, South",2021-02-01,2364057,42682,2094256
"Korea, South",2021-03-01,3003141,52018,2738265
"Korea, South",2021-04-01,3395144,53623,3103390
"Korea, South",2021-05-01,4096985,58967,3787501
"Korea, South",2021-06-01,4484907,59791,4213844
"Korea, South",2021-07-01,5494721,63723,4945570
"Korea, South",2021-08-01,7040660,67696,714356
"Korea, South",2021-09-01,8461948,71691,0
"Korea, South",2021-10-01,8063005,62920,0
Kosovo,2020-01-01,0,0,0
Kosovo,2020-02-01,0,0,0
Kosovo,2020-03-01,844,9,5
Kosovo,2020-04-01,12732,316,2667
Kosovo,2020-05-01,29343,863,20333
Kosovo,2020-06-01,51853,1048,30531
Kosovo,2020-07-01,166431,3840,86955
Kosovo,2020-08-01,349836,12213,222903
Kosovo,2020-09-01,442311,17798,354571
Kosovo,2020-10-01,524640,20183,451704
Kosovo,2020-11-01,883320,25086,561442
Kosovo,2020-12-01,1447730,37321,1054657
Kosovo,2021-01-01,1720254,43681,1483868
Kosovo,2021-02-01,1801727,43286,1565422
Kosovo,2021-03-01,2424115,53360,2038010
Kosovo,2021-04-01,2957297,60903,2529906
Kosovo,2021-05-01,3286644,68686,3049436
Kosovo,2021-06-01,3215824,67633,3134826
Kosovo,2021-07-01,3345871,70284,3270675
Kosovo,2021-08-01,3770770,71935,422680
Kosovo,2021-09-01,4699481,84247,0
Kosovo,2021-10-01,3850100,71259,0
Kuwait,2020-01-01,0,0,0
Kuwait,2020-02-01,171,0,0
Kuwait,2020-03-01,4154,0,639
Kuwait,2020-04-01,51368,234,11774
Kuwait,2020-05-01,445816,3288,143650
Kuwait,2020-06-01,1106772,8890,800378
Kuwait,2020-07-01,1776417,12450,1476316
Kuwait,2020-08-01,2362626,15391,2105277
Kuwait,2020-09-01,2885759,17095,2609564
Kuwait,2020-10-01,3569876,21447,3308981
Kuwait,2020-11-01,4082135,25156,3832078
Kuwait,2020-12-01,4554849,28275,4422585
Kuwait,2021-01-01,4881830,29369,4694189
Kuwait,2021-02-01,4988724,28292,4686995
Kuwait,2021-03-01,6584268,36957,6119290
Kuwait,2021-04-01,7607062,43200,7118201
Kuwait,2021-05-01,9056466,52241,8591555
Kuwait,2021-06-01,9975862,55499,9427468
Kuwait,2021-07-01,11816814,67427,11242268
Kuwait,2021-08-01,12582193,73997,1548803
Kuwait,2021-09-01,12328118,73050,0
Kuwait,2021-10-01,9891793,58924,0
Kyrgyzstan,2020-01-01,0,0,0
Kyrgyzstan,2020-02-01,0,0,0
Kyrgyzstan,2020-03-01,587,0,6
Kyrgyzstan,2020-04-01,13260,154,4726
Kyrgyzstan,2020-05-01,36450,407,25115
Kyrgyzstan,2020-06-01,87845,973,53899
Kyrgyzstan,2020-07-01,597522,18863,311455
Kyrgyzstan,2020-08-01,1276140,40932,1045551
Kyrgyzstan,2020-09-01,1354021,31862,1230317
Kyrgyzstan,2020-10-01,1605533,34164,1416498
Kyrgyzstan,2020-11-01,1994975,36229,1727779
Kyrgyzstan,2020-12-01,2411196,40881,2200467
Kyrgyzstan,2021-01-01,2571550,42888,2441732
Kyrgyzstan,2021-02-01,2393821,40367,2302659
Kyrgyzstan,2021-03-01,2701863,45987,2603861
Kyrgyzstan,2021-04-01,2744413,46321,2600923
Kyrgyzstan,2021-05-01,3111239,52859,2905522
Kyrgyzstan,2021-06-01,3384472,57170,3114276
Kyrgyzstan,2021-07-01,4519651,66891,3867320
Kyrgyzstan,2021-08-01,5315306,75767,593461
Kyrgyzstan,2021-09-01,5321283,77299,0
Kyrgyzstan,2021-10-01,4307990,63014,0
Laos,2020-01-01,0,0,0
Laos,2020-02-01,0,0,0
Laos,2020-03-01,50,0,0
Laos,2020-04-01,503,0,69
Laos,2020-05-01,589,0,400
Laos,2020-06-01,570,0,558
Laos,2020-07-01,597,0,589
Laos,2020-08-01,656,0,607
Laos,2020-09-01,680,0,647
Laos,2020-10-01,724,0,682
Laos,2020-11-01,846,0,695
Laos,2020-12-01,1259,0,1037
Laos,2021-01-01,1292,0,1258
Laos,2021-02-01,1258,0,1155
Laos,2021-03-01,1485,0,1347
Laos,2021-04-01,4930,0,1446
Laos,2021-05-01,47255,45,19903
Laos,2021-06-01,60701,90,55719
Laos,2021-07-01,110312,129,68417
Laos,2021-08-01,331422,295,13406
Laos,2021-09-01,559637,478,0
Laos,2021-10-01,714850,807,0
Latvia,2020-01-01,0,0,0
Latvia,2020-02-01,0,0,0
Latvia,2020-03-01,3277,0,22
Latvia,2020-04-01,20149,185,3062
Latvia,2020-05-01,30402,613,18441
Latvia,2020-06-01,32971,835,25584
Latvia,2020-07-01,36487,950,31747
Latvia,2020-08-01,40754,1011,33928
Latvia,2020-09-01,45572,1063,37230
Latvia,2020-10-01,106264,1459,41548
Latvia,2020-11-01,326976,3952,46544
Latvia,2020-12-01,875710,12220,440238
Latvia,2021-01-01,1678918,29302,1269265
Latvia,2021-02-01,2151827,40498,1823410
Latvia,2021-03-01,2937772,55047,2635385
Latvia,2021-04-01,3303437,60787,3016638
Latvia,2021-05-01,3941911,70175,3627245
Latvia,2021-06-01,4081207,73814,3925454
Latvia,2021-07-01,4281523,78784,4182262
Latvia,2021-08-01,4353331,79501,542603
Latvia,2021-09-01,4478626,79002,0
Latvia,2021-10-01,4258576,68355,0
Lebanon,2020-01-01,0,0,0
Lebanon,2020-02-01,15,0,0
Lebanon,2020-03-01,5177,110,257
Lebanon,2020-04-01,18944,616,2831
Lebanon,2020-05-01,29199,799,12119
Lebanon,2020-06-01,44582,934,27907
Lebanon,2020-07-01,85807,1288,46371
Lebanon,2020-08-01,302900,3232,90358
Lebanon,2020-09-01,807478,7897,306924
Lebanon,2020-10-01,1859410,15603,861643
Lebanon,2020-11-01,3175672,24721,1792725
Lebanon,2020-12-01,4730285,38478,3259949
Lebanon,2021-01-01,7586618,61672,4724542
Lebanon,2021-02-01,9501209,111944,6673092
Lebanon,2021-03-01,13134891,170411,10301214
Lebanon,2021-04-01,15091550,204486,12538839
Lebanon,2021-05-01,16592936,234718,15366903
Lebanon,2021-06-01,16284890,234036,15820179
Lebanon,2021-07-01,17078600,244302,16584868
Lebanon,2021-08-01,18075800,247426,2149868
Lebanon,2021-09-01,18453859,246109,0
Lebanon,2021-10-01,15151449,201568,0
Lesotho,2020-01-01,0,0,0
Lesotho,2020-02-01,0,0,0
Lesotho,2020-03-01,0,0,0
Lesotho,2020-04-01,0,0,0
Lesotho,2020-05-01,29,0,4
Lesotho,2020-06-01,272,0,68
Lesotho,2020-07-01,8782,149,1803
Lesotho,2020-08-01,27809,814,9930
Lesotho,2020-09-01,39807,987,19730
Lesotho,2020-10-01,56894,1294,29491
Lesotho,2020-11-01,61138,1320,34151
Lesotho,2020-12-01,76083,1451,42787
Lesotho,2021-01-01,194193,3184,56970
Lesotho,2021-02-01,278256,6692,85868
Lesotho,2021-03-01,327749,9591,125799
Lesotho,2021-04-01,321443,9462,158694
Lesotho,2021-05-01,334408,9962,198492
Lesotho,2021-06-01,330065,9817,193264
Lesotho,2021-07-01,379164,10686,204192
Lesotho,2021-08-01,437008,12188,26656
Lesotho,2021-09-01,431850,12090,0
Lesotho,2021-10-01,515400,15639,0
Liberia,2020-01-01,0,0,0
Liberia,2020-02-01,0,0,0
Liberia,2020-03-01,56,0,0
Liberia,2020-04-01,1941,190,353
Liberia,2020-05-01,6757,676,3320
Liberia,2020-06-01,14879,953,6947
Liberia,2020-07-01,31614,1757,15445
Liberia,2020-08-01,38938,2491,23936
Liberia,2020-09-01,39659,2460,36085
Liberia,2020-10-01,42683,2542,39012
Liberia,2020-11-01,45038,2465,39579
Liberia,2020-12-01,53646,2573,42836
Liberia,2021-01-01,57833,2592,49898
Liberia,2021-02-01,55247,2363,50626
Liberia,2021-03-01,63054,2635,58770
Liberia,2021-04-01,62229,2550,57403
Liberia,2021-05-01,66118,2641,61689
Liberia,2021-06-01,82630,2908,63936
Liberia,2021-07-01,158894,4417,81179
Liberia,2021-08-01,170446,7057,10860
Liberia,2021-09-01,173421,7887,0
Liberia,2021-10-01,139273,6868,0
Libya,2020-01-01,0,0,0
Libya,2020-02-01,0,0,0
Libya,2020-03-01,33,0,1
Libya,2020-04-01,1180,38,300
Libya,2020-05-01,2340,102,991
Libya,2020-06-01,14275,316,2820
Libya,2020-07-01,57791,1446,12484
Libya,2020-08-01,257246,4835,28918
Libya,2020-09-01,739939,11739,319397
Libya,2020-10-01,1475402,21710,826332
Libya,2020-11-01,2198676,30616,1342095
Libya,2020-12-01,2861262,41136,1943891
Libya,2021-01-01,3375585,51651,2655081
Libya,2021-02-01,3560392,57012,3093658
Libya,2021-03-01,4553941,75155,4157481
Libya,2021-04-01,5099709,86003,4669289
Libya,2021-05-01,5631248,95699,5210125
Libya,2021-06-01,5691014,94932,5258132
Libya,2021-07-01,6737243,102235,5683892
Libya,2021-08-01,8785095,121320,775184
Libya,2021-09-01,9807705,134030,0
Libya,2021-10-01,8340186,115763,0
Liechtenstein,2020-01-01,0,0,0
Liechtenstein,2020-02-01,0,0,0
Liechtenstein,2020-03-01,784,0,204
Liechtenstein,2020-04-01,2419,27,2133
Liechtenstein,2020-05-01,2573,31,2506
Liechtenstein,2020-06-01,2485,30,2430
Liechtenstein,2020-07-01,2665,31,2540
Liechtenstein,2020-08-01,2983,31,2748
Liechtenstein,2020-09-01,3377,30,3156
Liechtenstein,2020-10-01,8047,34,4896
Liechtenstein,2020-11-01,30038,243,21847
Liechtenstein,2020-12-01,53413,815,43770
Liechtenstein,2021-01-01,75639,1558,67911
Liechtenstein,2021-02-01,73120,1521,68724
Liechtenstein,2021-03-01,83563,1732,78237
Liechtenstein,2021-04-01,86406,1680,79886
Liechtenstein,2021-05-01,95258,1765,89423
Liechtenstein,2021-06-01,93548,1731,88479
Liechtenstein,2021-07-01,97977,1798,92533
Liechtenstein,2021-08-01,101819,1798,12041
Liechtenstein,2021-09-01,105086,1740,0
Liechtenstein,2021-10-01,85966,1418,0
Lithuania,2020-01-01,0,0,0
Lithuania,2020-02-01,1,0,0
Lithuania,2020-03-01,3022,26,5
Lithuania,2020-04-01,30598,574,3894
Lithuania,2020-05-01,47420,1304,32269
Lithuania,2020-06-01,52692,1763,42704
Lithuania,2020-07-01,59304,1935,49791
Lithuania,2020-08-01,75618,2025,55004
Lithuania,2020-09-01,107305,2141,72070
Lithuania,2020-10-01,244755,3179,120098
Lithuania,2020-11-01,1090304,10090,416424
Lithuania,2020-12-01,3142080,36222,1849291
Lithuania,2021-01-01,5173306,73890,4165714
Lithuania,2021-02-01,5336974,85668,4869789
Lithuania,2021-03-01,6413345,106016,5955315
Lithuania,2021-04-01,6935557,112205,6299755
Lithuania,2021-05-01,8176274,127296,7431466
Lithuania,2021-06-01,8327491,130286,7903887
Lithuania,2021-07-01,8678716,136462,8318528
Lithuania,2021-08-01,9005655,138431,1078186
Lithuania,2021-09-01,9396174,142610,0
Lithuania,2021-10-01,8603133,127446,0
Luxembourg,2020-01-01,0,0,0
Luxembourg,2020-02-01,1,0,0
Luxembourg,2020-03-01,17209,162,270
Luxembourg,2020-04-01,99317,1943,33583
Luxembourg,2020-05-01,121711,3228,112731
Luxembourg,2020-06-01,122950,3300,117846
Luxembourg,2020-07-01,166386,3446,135267
Luxembourg,2020-08-01,225779,3780,194035
Luxembourg,2020-09-01,225144,3720,197001
Luxembourg,2020-10-01,351609,4203,257719
Luxembourg,2020-11-01,800948,6941,515737
Luxembourg,2020-12-01,1297802,12816,1045714
Luxembourg,2021-01-01,1506358,16872,1404785
Luxembourg,2021-02-01,1482434,17094,1390986
Luxembourg,2021-03-01,1807017,21542,1689447
Luxembourg,2021-04-01,1934308,23280,1813346
Luxembourg,2021-05-01,2135012,25003,2051521
Luxembourg,2021-06-01,2112721,24539,2073067
Luxembourg,2021-07-01,2249994,25418,2184487
Luxembourg,2021-08-01,2317984,25649,288601
Luxembourg,2021-09-01,2310622,25003,0
Luxembourg,2021-10-01,1906311,20111,0
MS Zaandam,2020-01-01,0,0,0
MS Zaandam,2020-02-01,0,0,0
MS Zaandam,2020-03-01,8,0,0
MS Zaandam,2020-04-01,270,60,0
MS Zaandam,2020-05-01,279,62,0
MS Zaandam,2020-06-01,270,60,0
MS Zaandam,2020-07-01,279,62,0
MS Zaandam,2020-08-01,279,62,0
MS Zaandam,2020-09-01,270,60,0
MS Zaandam,2020-10-01,279,62,0
MS Zaandam,2020-11-01,270,60,0
MS Zaandam,2020-12-01,279,62,203
MS Zaandam,2021-01-01,279,62,217
MS Zaandam,2021-02-01,252,56,196
MS Zaandam,2021-03-01,279,62,217
MS Zaandam,2021-04-01,270,60,210
MS Zaandam,2021-05-01,279,62,217
MS Zaandam,2021-06-01,270,60,210
MS Zaandam,2021-07-01,279,62,217
MS Zaandam,2021-08-01,279,62,28
MS Zaandam,2021-09-01,270,60,0
MS Zaandam,2021-10-01,216,48,0
Madagascar,2020-01-01,0,0,0
Madagascar,2020-02-01,0,0,0
Madagascar,2020-03-01,271,0,0
Madagascar,2020-04-01,3143,0,1016
Madagascar,2020-05-01,10795,39,3762
Madagascar,2020-06-01,42217,356,14793
Madagascar,2020-07-01,192907,1707,108851
Madagascar,2020-08-01,420613,4977,369219
Madagascar,2020-09-01,473830,6432,435115
Madagascar,2020-10-01,519886,7379,497507
Madagascar,2020-11-01,517577,7460,496532
Madagascar,2020-12-01,544372,7994,527222
Madagascar,2021-01-01,564230,8371,544729
Madagascar,2021-02-01,545744,8101,525493
Madagascar,2021-03-01,671004,10426,634212
Madagascar,2021-04-01,920949,15973,767345
Madagascar,2021-05-01,1234386,23481,1157085
Madagascar,2021-06-01,1257988,26571,1213970
Madagascar,2021-07-01,1316791,28914,1267686
Madagascar,2021-08-01,1326646,29473,164665
Madagascar,2021-09-01,1286768,28728,0
Madagascar,2021-10-01,1043182,23030,0
Malawi,2020-01-01,0,0,0
Malawi,2020-02-01,0,0,0
Malawi,2020-03-01,0,0,0
Malawi,2020-04-01,528,53,56
Malawi,2020-05-01,2747,101,748
Malawi,2020-06-01,19374,223,3835
Malawi,2020-07-01,82400,1690,29213
Malawi,2020-08-01,154885,4808,81748
Malawi,2020-09-01,170733,5325,115884
Malawi,2020-10-01,181240,5622,150105
Malawi,2020-11-01,179342,5542,161914
Malawi,2020-12-01,191330,5786,173191
Malawi,2021-01-01,415229,11034,196701
Malawi,2021-02-01,808919,25965,397360
Malawi,2021-03-01,1020068,33679,806022
Malawi,2021-04-01,1016210,34046,944567
Malawi,2021-05-01,1060848,35730,1000994
Malawi,2021-06-01,1044880,35012,984601
Malawi,2021-07-01,1332324,41833,1083776
Malawi,2021-08-01,1789312,60763,155462
Malawi,2021-09-01,1835665,67368,0
Malawi,2021-10-01,1480477,54969,0
Malaysia,2020-01-01,39,0,0
Malaysia,2020-02-01,540,0,280
Malaysia,2020-03-01,27637,300,3711
Malaysia,2020-04-01,145040,2434,76324
Malaysia,2020-05-01,214779,3459,167424
Malaysia,2020-06-01,252725,3582,225277
Malaysia,2020-07-01,271966,3797,264497
Malaysia,2020-08-01,284350,3880,274668
Malaysia,2020-09-01,302097,3911,280831
Malaysia,2020-10-01,621112,5898,423497
Malaysia,2020-11-01,1451172,9384,1086256
Malaysia,2020-12-01,2734703,12995,2249795
Malaysia,2021-01-01,4894111,18717,3802894
Malaysia,2021-02-01,7379863,27069,6170109
Malaysia,2021-03-01,10091945,37642,9521963
Malaysia,2021-04-01,11169973,41057,10556321
Malaysia,2021-05-01,14842763,61917,13286062
Malaysia,2021-06-01,20083427,122330,17813871
Malaysia,2021-07-01,28104044,213797,24254624
Malaysia,2021-08-01,44330803,395138,3776451
Malaysia,2021-09-01,60808599,657687,0
Malaysia,2021-10-01,56476837,660481,0
Maldives,2020-01-01,0,0,0
Maldives,2020-02-01,0,0,0
Maldives,2020-03-01,289,0,78
Maldives,2020-04-01,2519,2,449
Maldives,2020-05-01,32674,108,3031
Maldives,2020-06-01,62485,235,41382
Maldives,2020-07-01,90220,422,71638
Maldives,2020-08-01,182727,710,110614
Maldives,2020-09-01,278856,959,222820
Maldives,2020-10-01,343649,1105,310617
Maldives,2020-11-01,369915,1279,340778
Maldives,2020-12-01,415623,1478,394250
Maldives,2021-01-01,451616,1533,420490
Maldives,2021-02-01,500324,1603,435181
Maldives,2021-03-01,679662,2004,598247
Maldives,2021-04-01,792272,2068,694634
Maldives,2021-05-01,1427554,3341,926934
Maldives,2021-06-01,2115375,5893,1788816
Maldives,2021-07-01,2346890,6695,2255264
Maldives,2021-08-01,2457769,6911,299846
Maldives,2021-09-01,2495393,6846,0
Maldives,2021-10-01,2059361,5653,0
Mali,2020-01-01,0,0,0
Mali,2020-02-01,0,0,0
Mali,2020-03-01,106,5,0
Mali,2020-04-01,5898,382,1424
Mali,2020-05-01,26486,1544,14042
Mali,2020-06-01,53905,3041,33394
Mali,2020-07-01,75197,3753,54141
Mali,2020-08-01,81775,3875,62085
Mali,2020-09-01,88671,3846,69492
Mali,2020-10-01,104007,4104,79823
Mali,2020-11-01,120596,4254,88551
Mali,2020-12-01,183402,6461,116819
Mali,2021-01-01,239845,9506,169230
Mali,2021-02-01,230661,9577,173196
Mali,2021-03-01,282009,11345,203688
Mali,2021-04-01,370821,12899,224276
Mali,2021-05-01,438703,15702,285891
Mali,2021-06-01,430658,15667,298568
Mali,2021-07-01,449503,16396,362694
Mali,2021-08-01,456116,16597,55828
Mali,2021-09-01,451096,16325,0
Mali,2021-10-01,372645,13302,0
Malta,2020-01-01,0,0,0
Malta,2020-02-01,0,0,0
Malta,2020-03-01,1707,0,35
Malta,2020-04-01,11099,71,3331
Malta,2020-05-01,16920,181,13966
Malta,2020-06-01,19477,270,18142
Malta,2020-07-01,21346,279,20446
Malta,2020-08-01,41914,294,26258
Malta,2020-09-01,74643,590,58537
Malta,2020-10-01,137553,1426,99499
Malta,2020-11-01,242409,2914,177896
Malta,2020-12-01,352991,5572,294553
Malta,2021-01-01,476588,7450,394624
Malta,2021-02-01,559054,8202,481564
Malta,2021-03-01,823697,11033,730958
Malta,2021-04-01,893451,12166,865240
Malta,2021-05-01,944429,12933,926522
Malta,2021-06-01,917530,12583,903458
Malta,2021-07-01,997617,13036,942440
Malta,2021-08-01,1095777,13380,128437
Malta,2021-09-01,1104365,13514,0
Malta,2021-10-01,897013,11015,0
Marshall Islands,2020-01-01,0,0,0
Marshall Islands,2020-02-01,0,0,0
Marshall Islands,2020-03-01,0,0,0
Marshall Islands,2020-04-01,0,0,0
Marshall Islands,2020-05-01,0,0,0
Marshall Islands,2020-06-01,0,0,0
Marshall Islands,2020-07-01,0,0,0
Marshall Islands,2020-08-01,0,0,0
Marshall Islands,2020-09-01,0,0,0
Marshall Islands,2020-10-01,8,0,0
Marshall Islands,2020-11-01,76,0,18
Marshall Islands,2020-12-01,124,0,118
Marshall Islands,2021-01-01,124,0,124
Marshall Islands,2021-02-01,112,0,112
Marshall Islands,2021-03-01,124,0,124
Marshall Islands,2021-04-01,120,0,120
Marshall Islands,2021-05-01,124,0,124
Marshall Islands,2021-06-01,120,0,120
Marshall Islands,2021-07-01,124,0,124
Marshall Islands,2021-08-01,124,0,16
Marshall Islands,2021-09-01,120,0,0
Marshall Islands,2021-10-01,96,0,0
Mauritania,2020-01-01,0,0,0
Mauritania,2020-02-01,0,0,0
Mauritania,2020-03-01,46,2,6
Mauritania,2020-04-01,204,30,108
Mauritania,2020-05-01,4057,182,292
Mauritania,2020-06-01,67050,2572,17255
Mauritania,2020-07-01,172865,4560,96587
Mauritania,2020-08-01,208217,4882,182235
Mauritania,2020-09-01,219109,4821,205529
Mauritania,2020-10-01,235602,5044,226593
Mauritania,2020-11-01,240629,5017,226412
Mauritania,2020-12-01,357674,7814,272104
Mauritania,2021-01-01,491063,12270,438621
Mauritania,2021-02-01,475129,12060,454206
Mauritania,2021-03-01,542837,13784,521409
Mauritania,2021-04-01,543196,13560,522720
Mauritania,2021-05-01,586230,14193,560769
Mauritania,2021-06-01,605498,14299,576236
Mauritania,2021-07-01,700939,15853,642768
Mauritania,2021-08-01,935507,19939,90542
Mauritania,2021-09-01,1052350,22654,0
Mauritania,2021-10-01,876164,18847,0
Mauritius,2020-01-01,0,0,0
Mauritius,2020-02-01,0,0,0
Mauritius,2020-03-01,841,26,0
Mauritius,2020-04-01,8914,255,3993
Mauritius,2020-05-01,10311,310,9938
Mauritius,2020-06-01,10136,300,9744
Mauritius,2020-07-01,10622,310,10255
Mauritius,2020-08-01,10750,310,10359
Mauritius,2020-09-01,10896,300,10136
Mauritius,2020-10-01,12802,310,11476
Mauritius,2020-11-01,14299,300,12833
Mauritius,2020-12-01,16106,310,15006
Mauritius,2021-01-01,17037,310,16010
Mauritius,2021-02-01,16729,280,15465
Mauritius,2021-03-01,23585,312,18514
Mauritius,2021-04-01,35374,431,26113
Mauritius,2021-05-01,39653,529,35395
Mauritius,2021-06-01,49997,540,38187
Mauritius,2021-07-01,83512,572,51394
Mauritius,2021-08-01,200599,706,7416
Mauritius,2021-09-01,407933,1520,0
Mauritius,2021-10-01,393382,2829,0
Mexico,2020-01-01,0,0,0
Mexico,2020-02-01,5,0,0
Mexico,2020-03-01,8124,136,157
Mexico,2020-04-01,229514,19390,94466
Mexico,2020-05-01,1560343,165485,1048045
Mexico,2020-06-01,4692440,562682,3479273
Mexico,2020-07-01,10107738,1164238,7789179
Mexico,2020-08-01,16108026,1749213,13036674
Mexico,2020-09-01,20309152,2150492,17039801
Mexico,2020-10-01,26077771,2649132,22073682
Mexico,2020-11-01,30342144,2962546,23701410
Mexico,2020-12-01,39586956,3594393,29386760
Mexico,2021-01-01,50652332,4367196,38061080
Mexico,2021-02-01,55678011,4863060,43267965
Mexico,2021-03-01,67295623,6056567,53068236
Mexico,2021-04-01,68840861,6318085,54680770
Mexico,2021-05-01,73811722,6830938,58902915
Mexico,2021-06-01,73938227,6915108,58867267
Mexico,2021-07-01,82258182,7326021,64709564
Mexico,2021-08-01,96508398,7738176,8996332
Mexico,2021-09-01,105987673,8084319,0
Mexico,2021-10-01,89554208,6783063,0
Micronesia,2020-01-01,0,0,0
Micronesia,2020-02-01,0,0,0
Micronesia,2020-03-01,0,0,0
Micronesia,2020-04-01,0,0,0
Micronesia,2020-05-01,0,0,0
Micronesia,2020-06-01,0,0,0
Micronesia,2020-07-01,0,0,0
Micronesia,2020-08-01,0,0,0
Micronesia,2020-09-01,0,0,0
Micronesia,2020-10-01,0,0,0
Micronesia,2020-11-01,0,0,0
Micronesia,2020-12-01,0,0,0
Micronesia,2021-01-01,11,0,3
Micronesia,2021-02-01,28,0,28
Micronesia,2021-03-01,31,0,31
Micronesia,2021-04-01,30,0,30
Micronesia,2021-05-01,31,0,31
Micronesia,2021-06-01,30,0,30
Micronesia,2021-07-01,31,0,31
Micronesia,2021-08-01,31,0,4
Micronesia,2021-09-01,30,0,0
Micronesia,2021-10-01,24,0,0
Moldova,2020-01-01,0,0,0
Moldova,2020-02-01,0,0,0
